Data,Disease
/MPOX_2/Smallpox/38.jpg,Smallpox
/MPOX_2/Smallpox/39.jpg,Smallpox
/MPOX_2/Smallpox/40.jpg,Smallpox
/MPOX_2/Smallpox/41.jpg,Smallpox
/MPOX_2/Smallpox/42.jpg,Smallpox
/MPOX_2/Smallpox/43.jpg,Smallpox
/MPOX_2/Smallpox/44.jpg,Smallpox
/MPOX_2/Smallpox/45.jpg,Smallpox
/MPOX_2/Smallpox/46.jpg,Smallpox
/MPOX_2/Smallpox/47.jpg,Smallpox
/MPOX_2/Smallpox/48.jpg,Smallpox
/MPOX_2/Smallpox/49.jpg,Smallpox
/MPOX_2/Smallpox/50.jpg,Smallpox
/MPOX_2/Smallpox/51.jpg,Smallpox
/MPOX_2/Smallpox/52.jpg,Smallpox
/MPOX_2/Smallpox/53.jpg,Smallpox
/MPOX_2/Smallpox/54.jpg,Smallpox
/MPOX_2/Smallpox/55.jpg,Smallpox
/MPOX_2/Smallpox/56.jpg,Smallpox
/MPOX_2/Smallpox/57.jpg,Smallpox
/MPOX_2/Smallpox/58.jpg,Smallpox
/MPOX_2/Smallpox/59.jpg,Smallpox
/MPOX_2/Smallpox/60.jpg,Smallpox
/MPOX_2/Smallpox/61.jpg,Smallpox
/MPOX_2/Smallpox/62.jpg,Smallpox
/MPOX_2/Smallpox/63.jpg,Smallpox
/MPOX_2/Smallpox/64.jpg,Smallpox
/MPOX_2/Smallpox/65.jpg,Smallpox
/MPOX_2/Smallpox/66.jpg,Smallpox
/MPOX_2/Smallpox/67.jpg,Smallpox
/MPOX_2/Smallpox/68.jpg,Smallpox
/MPOX_2/Smallpox/69.jpg,Smallpox
/MPOX_2/Smallpox/70.jpg,Smallpox
/MPOX_2/Smallpox/71.jpg,Smallpox
/MPOX_2/Smallpox/72.jpg,Smallpox
/MPOX_2/Smallpox/73.jpg,Smallpox
/MPOX_2/Smallpox/74.jpg,Smallpox
/MPOX_2/Smallpox/75.jpg,Smallpox
/MPOX_2/Smallpox/76.jpg,Smallpox
/MPOX_2/Smallpox/77.jpg,Smallpox
/MPOX_2/Smallpox/78.jpg,Smallpox
/MPOX_2/Smallpox/79.jpg,Smallpox
/MPOX_2/Smallpox/80.jpg,Smallpox
/MPOX_2/Smallpox/81.jpg,Smallpox
/MPOX_2/Smallpox/82.jpg,Smallpox
/MPOX_2/Smallpox/83.jpg,Smallpox
/MPOX_2/Smallpox/84.jpg,Smallpox
/MPOX_2/Smallpox/85.jpg,Smallpox
/MPOX_2/Smallpox/86.jpg,Smallpox
/MPOX_2/Smallpox/87.jpg,Smallpox
/MPOX_2/Smallpox/88.jpg,Smallpox
/MPOX_2/Smallpox/89.jpg,Smallpox
/MPOX_2/Smallpox/90.jpg,Smallpox
/MPOX_2/Smallpox/91.jpg,Smallpox
/MPOX_2/Smallpox/92.jpg,Smallpox
/MPOX_2/Smallpox/93.jpg,Smallpox
/MPOX_2/Smallpox/94.jpg,Smallpox
/MPOX_2/Smallpox/95.jpg,Smallpox
/MPOX_2/Smallpox/96.jpg,Smallpox
/MPOX_2/Smallpox/97.jpg,Smallpox
/MPOX_2/Smallpox/98.jpg,Smallpox
/MPOX_2/Smallpox/99.jpg,Smallpox
/MPOX_2/Smallpox/100.jpg,Smallpox
/MPOX_2/Smallpox/101.jpg,Smallpox
/MPOX_2/Smallpox/102.jpg,Smallpox
/MPOX_2/Smallpox/103.jpg,Smallpox
/MPOX_2/Smallpox/104.jpg,Smallpox
/MPOX_2/Smallpox/105.jpg,Smallpox
/MPOX_2/Smallpox/106.jpg,Smallpox
/MPOX_2/Smallpox/107.jpg,Smallpox
/MPOX_2/Smallpox/108.jpg,Smallpox
/MPOX_2/Smallpox/109.jpg,Smallpox
/MPOX_2/Smallpox/110.jpg,Smallpox
/MPOX_2/Smallpox/111.jpg,Smallpox
/MPOX_2/Smallpox/112.jpg,Smallpox
/MPOX_2/Smallpox/113.jpg,Smallpox
/MPOX_2/Smallpox/114.jpg,Smallpox
/MPOX_2/Smallpox/115.jpg,Smallpox
/MPOX_2/Smallpox/116.jpg,Smallpox
/MPOX_2/Smallpox/117.jpg,Smallpox
/MPOX_2/Smallpox/118.jpg,Smallpox
/MPOX_2/Smallpox/119.jpg,Smallpox
/MPOX_2/Smallpox/120.jpg,Smallpox
/MPOX_2/Smallpox/121.jpg,Smallpox
/MPOX_2/Smallpox/122.jpg,Smallpox
/MPOX_2/Smallpox/123.jpg,Smallpox
/MPOX_2/Smallpox/124.jpg,Smallpox
/MPOX_2/Smallpox/125.jpg,Smallpox
/MPOX_2/Smallpox/126.jpg,Smallpox
/MPOX_2/Smallpox/127.jpg,Smallpox
/MPOX_2/Smallpox/128.jpg,Smallpox
/MPOX_2/Smallpox/129.jpg,Smallpox
/MPOX_2/Smallpox/130.jpg,Smallpox
/MPOX_2/Smallpox/131.jpg,Smallpox
/MPOX_2/Smallpox/132.jpg,Smallpox
/MPOX_2/Smallpox/133.jpg,Smallpox
/MPOX_2/Smallpox/134.jpg,Smallpox
/MPOX_2/Smallpox/135.jpg,Smallpox
/MPOX_2/Smallpox/136.jpg,Smallpox
/MPOX_2/Smallpox/137.jpg,Smallpox
/MPOX_2/Smallpox/138.jpg,Smallpox
/MPOX_2/Smallpox/139.jpg,Smallpox
/MPOX_2/Smallpox/140.jpg,Smallpox
/MPOX_2/Smallpox/141.jpg,Smallpox
/MPOX_2/Smallpox/142.jpg,Smallpox
/MPOX_2/Smallpox/143.jpg,Smallpox
/MPOX_2/Smallpox/144.jpg,Smallpox
/MPOX_2/Smallpox/145.jpg,Smallpox
/MPOX_2/Smallpox/146.jpg,Smallpox
/MPOX_2/Smallpox/147.jpg,Smallpox
/MPOX_2/Smallpox/148.jpg,Smallpox
/MPOX_2/Smallpox/149.jpg,Smallpox
/MPOX_2/Smallpox/150.jpg,Smallpox
/MPOX_2/Smallpox/151.jpg,Smallpox
/MPOX_2/Smallpox/152.jpg,Smallpox
/MPOX_2/Smallpox/153.jpg,Smallpox
/MPOX_2/Smallpox/154.jpg,Smallpox
/MPOX_2/Smallpox/155.jpg,Smallpox
/MPOX_2/Smallpox/156.jpg,Smallpox
/MPOX_2/Smallpox/157.jpg,Smallpox
/MPOX_2/Smallpox/158.jpg,Smallpox
/MPOX_2/Smallpox/159.jpg,Smallpox
/MPOX_2/Smallpox/160.jpg,Smallpox
/MPOX_2/Smallpox/161.jpg,Smallpox
/MPOX_2/Smallpox/162.jpg,Smallpox
/MPOX_2/Smallpox/163.jpg,Smallpox
/MPOX_2/Smallpox/164.jpg,Smallpox
/MPOX_2/Smallpox/165.jpg,Smallpox
/MPOX_2/Smallpox/166.jpg,Smallpox
/MPOX_2/Smallpox/167.jpg,Smallpox
/MPOX_2/Smallpox/168.jpg,Smallpox
/MPOX_2/Smallpox/169.jpg,Smallpox
/MPOX_2/Smallpox/170.jpg,Smallpox
/MPOX_2/Smallpox/171.jpg,Smallpox
/MPOX_2/Smallpox/172.jpg,Smallpox
/MPOX_2/Smallpox/173.jpg,Smallpox
/MPOX_2/Smallpox/174.jpg,Smallpox
/MPOX_2/Smallpox/175.jpg,Smallpox
/MPOX_2/Smallpox/176.jpg,Smallpox
/MPOX_2/Smallpox/177.jpg,Smallpox
/MPOX_2/Smallpox/178.jpg,Smallpox
/MPOX_2/Smallpox/179.jpg,Smallpox
/MPOX_2/Smallpox/180.jpg,Smallpox
/MPOX_2/Smallpox/181.jpg,Smallpox
/MPOX_2/Smallpox/182.jpg,Smallpox
/MPOX_2/Smallpox/183.jpg,Smallpox
/MPOX_2/Smallpox/184.jpg,Smallpox
/MPOX_2/Smallpox/185.jpg,Smallpox
/MPOX_2/Smallpox/186.jpg,Smallpox
/MPOX_2/Smallpox/187.jpg,Smallpox
/MPOX_2/Smallpox/188.jpg,Smallpox
/MPOX_2/Smallpox/189.jpg,Smallpox
/MPOX_2/Smallpox/190.jpg,Smallpox
/MPOX_2/Smallpox/191.jpg,Smallpox
/MPOX_2/Smallpox/192.jpg,Smallpox
/MPOX_2/Smallpox/193.jpg,Smallpox
/MPOX_2/Smallpox/194.jpg,Smallpox
/MPOX_2/Smallpox/195.jpg,Smallpox
/MPOX_2/Smallpox/196.jpg,Smallpox
/MPOX_2/Smallpox/197.jpg,Smallpox
/MPOX_2/Smallpox/198.jpg,Smallpox
/MPOX_2/Smallpox/199.jpg,Smallpox
/MPOX_2/Smallpox/200.jpg,Smallpox
/MPOX_2/Smallpox/201.jpg,Smallpox
/MPOX_2/Smallpox/202.jpg,Smallpox
/MPOX_2/Smallpox/203.jpg,Smallpox
/MPOX_2/Smallpox/204.jpg,Smallpox
/MPOX_2/Smallpox/205.jpg,Smallpox
/MPOX_2/Smallpox/206.jpg,Smallpox
/MPOX_2/Smallpox/207.jpg,Smallpox
/MPOX_2/Smallpox/208.jpg,Smallpox
/MPOX_2/Smallpox/209.jpg,Smallpox
/MPOX_2/Smallpox/210.jpg,Smallpox
/MPOX_2/Smallpox/211.jpg,Smallpox
/MPOX_2/Smallpox/212.jpg,Smallpox
/MPOX_2/Smallpox/213.jpg,Smallpox
/MPOX_2/Smallpox/214.jpg,Smallpox
/MPOX_2/Smallpox/215.jpg,Smallpox
/MPOX_2/Smallpox/216.jpg,Smallpox
/MPOX_2/Smallpox/217.jpg,Smallpox
/MPOX_2/Smallpox/218.jpg,Smallpox
/MPOX_2/Smallpox/219.jpg,Smallpox
/MPOX_2/Smallpox/220.jpg,Smallpox
/MPOX_2/Smallpox/221.jpg,Smallpox
/MPOX_2/Smallpox/222.jpg,Smallpox
/MPOX_2/Smallpox/223.jpg,Smallpox
/MPOX_2/Smallpox/224.jpg,Smallpox
/MPOX_2/Smallpox/225.jpg,Smallpox
/MPOX_2/Smallpox/226.jpg,Smallpox
/MPOX_2/Smallpox/227.jpg,Smallpox
/MPOX_2/Smallpox/228.jpg,Smallpox
/MPOX_2/Smallpox/229.jpg,Smallpox
/MPOX_2/Smallpox/230.jpg,Smallpox
/MPOX_2/Smallpox/231.jpg,Smallpox
/MPOX_2/Smallpox/232.jpg,Smallpox
/MPOX_2/Smallpox/233.jpg,Smallpox
/MPOX_2/Smallpox/234.jpg,Smallpox
/MPOX_2/Smallpox/235.jpg,Smallpox
/MPOX_2/Smallpox/236.jpg,Smallpox
/MPOX_2/Smallpox/237.jpg,Smallpox
/MPOX_2/Smallpox/238.jpg,Smallpox
/MPOX_2/Smallpox/239.jpg,Smallpox
/MPOX_2/Smallpox/240.jpg,Smallpox
/MPOX_2/Smallpox/241.jpg,Smallpox
/MPOX_2/Smallpox/242.jpg,Smallpox
/MPOX_2/Smallpox/243.jpg,Smallpox
/MPOX_2/Smallpox/244.jpg,Smallpox
/MPOX_2/Smallpox/245.jpg,Smallpox
/MPOX_2/Smallpox/246.jpg,Smallpox
/MPOX_2/Smallpox/247.jpg,Smallpox
/MPOX_2/Smallpox/248.jpg,Smallpox
/MPOX_2/Smallpox/249.jpg,Smallpox
/MPOX_2/Smallpox/250.jpg,Smallpox
/MPOX_2/Smallpox/251.jpg,Smallpox
/MPOX_2/Smallpox/252.jpg,Smallpox
/MPOX_2/Smallpox/253.jpg,Smallpox
/MPOX_2/Smallpox/254.jpg,Smallpox
/MPOX_2/Smallpox/255.jpg,Smallpox
/MPOX_2/Smallpox/256.jpg,Smallpox
/MPOX_2/Smallpox/257.jpg,Smallpox
/MPOX_2/Smallpox/258.jpg,Smallpox
/MPOX_2/Smallpox/259.jpg,Smallpox
/MPOX_2/Smallpox/260.jpg,Smallpox
/MPOX_2/Smallpox/261.jpg,Smallpox
/MPOX_2/Smallpox/262.jpg,Smallpox
/MPOX_2/Smallpox/263.jpg,Smallpox
/MPOX_2/Smallpox/264.jpg,Smallpox
/MPOX_2/Smallpox/265.jpg,Smallpox
/MPOX_2/Smallpox/266.jpg,Smallpox
/MPOX_2/Smallpox/267.jpg,Smallpox
/MPOX_2/Smallpox/268.jpg,Smallpox
/MPOX_2/Smallpox/269.jpg,Smallpox
/MPOX_2/Smallpox/270.jpg,Smallpox
/MPOX_2/Smallpox/271.jpg,Smallpox
/MPOX_2/Smallpox/272.jpg,Smallpox
/MPOX_2/Smallpox/273.jpg,Smallpox
/MPOX_2/Smallpox/274.jpg,Smallpox
/MPOX_2/Smallpox/275.jpg,Smallpox
/MPOX_2/Smallpox/276.jpg,Smallpox
/MPOX_2/Smallpox/277.jpg,Smallpox
/MPOX_2/Smallpox/278.jpg,Smallpox
/MPOX_2/Smallpox/279.jpg,Smallpox
/MPOX_2/Smallpox/280.jpg,Smallpox
/MPOX_2/Smallpox/281.jpg,Smallpox
/MPOX_2/Smallpox/282.jpg,Smallpox
/MPOX_2/Smallpox/283.jpg,Smallpox
/MPOX_2/Smallpox/284.jpg,Smallpox
/MPOX_2/Smallpox/285.jpg,Smallpox
/MPOX_2/Smallpox/286.jpg,Smallpox
/MPOX_2/Smallpox/287.jpg,Smallpox
/MPOX_2/Smallpox/288.jpg,Smallpox
/MPOX_2/Smallpox/289.jpg,Smallpox
/MPOX_2/Smallpox/290.jpg,Smallpox
/MPOX_2/Smallpox/291.jpg,Smallpox
/MPOX_2/Smallpox/292.jpg,Smallpox
/MPOX_2/Smallpox/293.jpg,Smallpox
/MPOX_2/Smallpox/294.jpg,Smallpox
/MPOX_2/Smallpox/295.jpg,Smallpox
/MPOX_2/Smallpox/296.jpg,Smallpox
/MPOX_2/Smallpox/297.jpg,Smallpox
/MPOX_2/Smallpox/298.jpg,Smallpox
/MPOX_2/Smallpox/299.jpg,Smallpox
/MPOX_2/Smallpox/300.jpg,Smallpox
/MPOX_2/Smallpox/301.jpg,Smallpox
/MPOX_2/Smallpox/302.jpg,Smallpox
/MPOX_2/Smallpox/303.jpg,Smallpox
/MPOX_2/Smallpox/304.jpg,Smallpox
/MPOX_2/Smallpox/305.jpg,Smallpox
/MPOX_2/Smallpox/306.jpg,Smallpox
/MPOX_2/Smallpox/307.jpg,Smallpox
/MPOX_2/Smallpox/308.jpg,Smallpox
/MPOX_2/Smallpox/309.jpg,Smallpox
/MPOX_2/Smallpox/310.jpg,Smallpox
/MPOX_2/Smallpox/311.jpg,Smallpox
/MPOX_2/Smallpox/312.jpg,Smallpox
/MPOX_2/Smallpox/313.jpg,Smallpox
/MPOX_2/Smallpox/314.jpg,Smallpox
/MPOX_2/Smallpox/315.jpg,Smallpox
/MPOX_2/Smallpox/316.jpg,Smallpox
/MPOX_2/Smallpox/317.jpg,Smallpox
/MPOX_2/Smallpox/318.jpg,Smallpox
/MPOX_2/Smallpox/319.jpg,Smallpox
/MPOX_2/Smallpox/320.jpg,Smallpox
/MPOX_2/Smallpox/321.jpg,Smallpox
/MPOX_2/Smallpox/322.jpg,Smallpox
/MPOX_2/Smallpox/323.jpg,Smallpox
/MPOX_2/Smallpox/324.jpg,Smallpox
/MPOX_2/Smallpox/325.jpg,Smallpox
/MPOX_2/Smallpox/326.jpg,Smallpox
/MPOX_2/Smallpox/327.jpg,Smallpox
/MPOX_2/Smallpox/328.jpg,Smallpox
/MPOX_2/Smallpox/329.jpg,Smallpox
/MPOX_2/Smallpox/330.jpg,Smallpox
/MPOX_2/Smallpox/331.jpg,Smallpox
/MPOX_2/Smallpox/332.jpg,Smallpox
/MPOX_2/Smallpox/333.jpg,Smallpox
/MPOX_2/Smallpox/334.jpg,Smallpox
/MPOX_2/Smallpox/335.jpg,Smallpox
/MPOX_2/Smallpox/336.jpg,Smallpox
/MPOX_2/Smallpox/337.jpg,Smallpox
/MPOX_2/Smallpox/338.jpg,Smallpox
/MPOX_2/Smallpox/339.jpg,Smallpox
/MPOX_2/Smallpox/340.jpg,Smallpox
/MPOX_2/Smallpox/341.jpg,Smallpox
/MPOX_2/Smallpox/342.jpg,Smallpox
/MPOX_2/Smallpox/343.jpg,Smallpox
/MPOX_2/Smallpox/344.jpg,Smallpox
/MPOX_2/Smallpox/345.jpg,Smallpox
/MPOX_2/Smallpox/346.jpg,Smallpox
/MPOX_2/Smallpox/347.jpg,Smallpox
/MPOX_2/Smallpox/348.jpg,Smallpox
/MPOX_2/Smallpox/349.jpg,Smallpox
/MPOX_2/Smallpox/350.jpg,Smallpox
/MPOX_2/Smallpox/351.jpg,Smallpox
/MPOX_2/Smallpox/352.jpg,Smallpox
/MPOX_2/Smallpox/353.jpg,Smallpox
/MPOX_2/Smallpox/354.jpg,Smallpox
/MPOX_2/Smallpox/355.jpg,Smallpox
/MPOX_2/Smallpox/356.jpg,Smallpox
/MPOX_2/Smallpox/357.jpg,Smallpox
/MPOX_2/Smallpox/358.jpg,Smallpox
